2.009000000118E12,"P",1,1000,-9,23,1085467,8,68,1,,,4,2,2,2,2,2,,,2,,,2,,,1,2,1,2,2,2,2,3000,,,,2,2,2,2,1,2,1959,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,21500,1,,19,0,2,0,2400,0,,2,,,,,2,50,-9,931,-9,,2,,,6,,,1,1,8370,,,,,,,,,3,"6241",1,,0,2010,,,4,0,26900,23,-9,260,,,,,1,1,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,"211020","","",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7,8,13,2,12,7,3,2,2,7,14,2,8,7,8,9,12,13,9,8,10,7,13,3,15,7,2,2,3,8,16,2,7,9,8,8,15,12,7,7,10,8,12,3,12,6,2,3,3,9,14,2,7,7,7,8,12,13,9,9,6,9,14,3,16,8,3,3,2,9,12,2,7,8,9,7,12,15,9,8
2.009000000214E12,"P",1,900,-9,23,1085467,7,51,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,4,1,1,2,1,2,2,1,2,1985,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,0,2,0,0,46000,45,1,1,1,,,2,89,-9,50,-9,,2,1,,1,5200,5501,1,1,6990,88,49,,,,,,,1,"524",1,,0,860,,,2,46000,46000,23,-9,445,900,-9,23,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,1,2,,,"132053","","",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15,12,10,1,7,6,10,1,6,7,2,7,8,2,6,7,7,2,10,5,2,1,2,11,6,7,1,9,8,6,10,6,6,10,6,9,6,9,2,5,10,11,10,2,6,10,10,3,5,8,1,7,6,1,5,6,7,2,10,6,3,2,3,10,6,7,2,10,7,5,12,9,6,11,5,6,8,12,2,5
2.009000000227E12,"P",1,1000,-9,23,1085467,8,57,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,15,1,1,2,1,2,2,1,2,1970,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,16,0,1,0,0,34000,43,1,1,1,,,1,89,-9,999,-9,,2,1,,1,,,1,1,7790,73,31,,,,,,,1,"562",1,,0,9130,,,,34000,34000,23,-9,341,1000,-9,23,-9,1,2,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,"533030","","",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,13,6,14,12,8,12,2,8,8,7,3,12,15,8,2,3,9,8,8,2,14,9,14,14,8,15,3,6,9,7,2,9,14,9,2,2,8,9,10,14,3,9,2,3,8,3,12,7,8,7,13,8,2,10,17,15,8,8,8,15,3,8,3,2,6,3,17,7,9,7,14,7,3,9,14,13,10,9,9
2.009000000425E12,"P",1,900,-9,23,1085467,32,22,1,,,4,2,2,2,2,2,,,2,,2,,,,2,1,2,2,2,2,2,0,,,,2,5,,,,,,,3,4,,,,,,,,,,1,5,2,3,3,0,0,0,0,2,15,19,0,2,0,0,9000,20,1,3,2,,,1,94,-9,999,-9,,2,,,2,,,1,1,7870,,,,,300,-9,23,-9,6,"611M1",1,,0,1810,,,4,9000,9000,23,-9,80,,,,,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,"193020","","",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,28,33,49,11,50,43,12,12,12,39,43,12,31,30,33,35,60,60,35,34,32,31,10,41,11,40,56,53,43,28,11,54,28,30,38,28,11,12,32,38,43,28,10,51,9,31,53,65,51,27,11,47,36,32,35,38,11,13,34,33,43,29,56,12,42,31,9,11,12,26,52,10,27,32,34,41,56,43,32,35
2.009000001035E12,"P",1,500,-9,23,1085467,23,57,1,,,6,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,20,1,1,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,17000,2,0,0,0,30,1,1,1,,,1,24,-9,999,-9,,2,1,,1,6109,,1,1,770,95,52,,,,,,,6,"23",1,,0,6420,,,4,17000,17000,27,-9,151,500,-9,23,-9,1,2,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,1,,,"472141","","",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,19,43,21,25,23,40,25,36,6,22,7,23,21,27,6,8,36,22,8,30,42,22,36,30,8,20,7,22,22,9,28,6,36,41,26,26,28,7,23,48,22,39,24,21,21,32,25,36,7,24,7,23,22,21,7,7,42,23,7,24,40,25,36,40,9,24,6,22,19,6,22,8,42,47,23,25,24,8,26,45
2.009000001051E12,"P",1,900,-9,23,1085467,23,43,1,,,4,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,200,10,1,1,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,2,0,0,56000,35,1,5,1,,,2,51,-9,32,-9,,2,1,,1,2300,,1,1,7860,96,55,,,,,,,6,"6111",1,,0,2310,,,4,56000,56200,23,-9,501,900,-9,23,-9,1,2,2,1,1,-9,69,-9,0,0,0,0,1,0,1,0,2,2,,,"252020","","",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,28,37,26,21,37,34,38,8,6,23,25,22,37,23,7,23,7,7,36,24,23,43,22,23,39,22,42,7,6,21,22,23,35,22,8,26,8,8,47,25,23,40,23,24,40,21,41,8,7,27,21,22,39,20,6,24,6,6,45,24,26,40,25,27,42,29,37,8,6,24,21,22,35,22,7,23,5,9,38,21
2.009000001084E12,"P",1,1000,-9,23,1085467,5,27,1,,,1,2,2,2,2,2,,,2,,1,,,,2,2,2,1,2,2,2,0,,,,2,1,2,2,1,2,2006,-9,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,19,0,2,0,0,0,,2,,2,,,2,26,-9,50,-9,,2,,,6,,,1,1,6170,,,,,,,,,1,"484",1,,0,5110,,,3,0,0,23,-9,164,,,,,2,1,4,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,"433021","","",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,4,9,1,2,10,4,6,9,6,7,6,6,5,1,4,2,5,5,2,9,6,2,8,8,2,5,4,1,5,1,4,6,4,7,6,8,6,6,1,7,6,1,9,9,1,5,5,1,5,1,6,6,5,9,5,8,5,5,9,2,5,8,2,1,8,5,4,9,5,10,4,6,4,2,6,2,5,5,7
2.009000001296E12,"P",1,200,-9,23,1085467,23,22,5,,,,2,2,2,2,2,,,2,3,,,,,2,2,2,2,2,2,2,0,,,,1,5,,,,,,,2,4,,,,,,,,,,2,5,2,2,3,0,0,17,0,1,,19,0,1,0,0,0,,3,,2,2008,-9,1,599,-9,999,-9,7,2,,,6,,,2,1,,,,620,-9,1,-9,463,-9,6,,2,,0,,,,,0,0,462,-9,0,,,,,2,2,1,2,2,-9,44,-9,0,0,1,0,1,0,0,0,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,24,21,22,22,23,42,36,43,25,8,21,39,22,24,42,25,7,7,41,35,23,24,21,19,24,7,8,7,24,39,21,9,25,23,8,23,44,41,40,38,26,22,22,20,23,7,9,6,25,38,20,8,24,23,7,21,40,41,9,7,21,21,22,22,23,43,39,40,24,9,21,41,22,22,43,23,9,8,8
2.009000001391E12,"P",1,500,-9,23,1085467,7,69,1,,,,2,2,2,2,2,,,2,,,2,,,1,2,1,2,2,2,2,0,,,,2,1,2,2,1,2,1958,-9,1,4,,,,,,,,,,3,5,3,2,3,0,0,0,0,1,,18,0,1,0,20400,0,,3,,2,,,1,51,-9,999,-9,,2,,,6,,,1,1,,,,,,,,,,1,,1,,0,,,,,0,20400,42,-9,246,,,,,1,1,1,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,15,8,8,9,7,8,3,8,12,2,7,3,9,14,6,11,3,7,14,2,15,9,7,6,7,7,2,9,15,2,8,2,9,13,7,12,1,10,13,2,16,8,6,7,7,8,2,7,13,2,9,2,10,11,6,12,2,8,14,2,14,8,7,7,6,9,3,8,13,1,8,2,6,12,6,15,3,8,15,2
2.009000001426E12,"P",1,700,-9,23,1085467,17,47,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,950,40,1,1,2,1,2,2,1,2,1981,-9,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,16,0,1,0,0,107000,60,1,1,1,,,1,931,-9,999,-9,,2,1,,1,,,1,1,770,78,31,,,,,,,1,"23",1,,0,20,,,,107000,107950,23,-9,501,200,-9,23,-9,1,2,3,1,1,-9,69,-9,0,0,0,0,1,0,1,0,,,,,"111021","","",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16,15,19,5,13,30,21,6,7,19,18,5,32,21,33,28,20,31,5,20,18,19,17,36,20,5,18,29,35,17,15,23,4,18,4,5,17,6,34,15,14,15,17,35,16,5,17,29,30,21,19,29,6,19,5,4,16,7,28,18,17,19,19,5,20,27,17,6,5,17,17,7,29,16,32,26,22,26,5,14
